region,disasterNumber,sandyDisaster,disasterType,incidentType,declarationDate,stateAbbreviation,state,county,applicantName,pnpStatus,damageCategoryCode,federalShareObligated,dateObligated,pwNumber,projectTitle,versionNumber,id
6,4721,0,DR,Severe Storm,2023-07-19T00:00:00.000Z,OK,Oklahoma,Creek,KIEFER,0,A - Debris Removal,8782.04,2023-11-09T21:25:07.000Z,6,734349 - Kiefer Debris Rmoval,0,c0632695-baee-4cda-b5d7-84cad7c44633
3,4512,0,DR,Biological,2020-04-02T00:00:00.000Z,VA,Virginia,Statewide,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,0,B - Protective Measures,115926.48,2023-11-07T18:11:38.000Z,73,152108 - COVID-19 Pandemic: Work Eligible for Public Assistance (Interim),3,4024e81c-143b-41c4-93d9-5f5cd73e3e95
3,4401,0,DR,Hurricane,2018-10-15T00:00:00.000Z,VA,Virginia,Statewide,VIRGINIA DEPTARTMENT OF EMERGENCY MANAGEMENT,0,Z - State Management,-224888.53,2023-11-08T13:51:30.000Z,1,72264 - Management Costs,2,e584259b-076d-445a-8e94-60902092e43d
6,4721,0,DR,Severe Storm,2023-07-19T00:00:00.000Z,OK,Oklahoma,Rogers,CLAREMORE,0,B - Protective Measures,9618.20,2023-11-09T21:25:41.000Z,10,"730410 - Cat B for Claremore City, OK 4721DR",0,ec8c56cf-e9d8-4207-b3ef-fc95d81011ed
3,4512,0,DR,Biological,2020-04-02T00:00:00.000Z,VA,Virginia,Fairfax,"GREENSPRING VILLAGE, INC.",1,B - Protective Measures,26124.99,2023-11-07T18:12:09.000Z,127,168693 - Greenspring Village Emergency Protective measures in response to the COVID-19 Pandemic in Virginia.,6,c8f1ad43-4b68-4052-a65d-f0399f62d6fa
3,4512,0,DR,Biological,2020-04-02T00:00:00.000Z,VA,Virginia,Arlington,ARLINGTON (COUNTY),0,Z - State Management,732688.54,2023-11-07T18:11:21.000Z,422,735388 - Cat Z - Management Costs [4512DR-VA],0,d09bf751-ce64-4a39-91eb-9334434eb627
1,4496,0,DR,Biological,2020-03-27T00:00:00.000Z,MA,Massachusetts,Middlesex,LOWELL GENERAL HOSPITAL,1,B - Protective Measures,269952.59,2023-11-07T13:17:56.000Z,2216,705610 - Contracts 7,0,376b7815-76c7-4247-a302-8f85207485df
1,4496,0,DR,Biological,2020-03-27T00:00:00.000Z,MA,Massachusetts,Middlesex,LOWELL,0,B - Protective Measures,318958.68,2023-11-07T17:08:12.000Z,1994,700364 - COVID-19 Supplies and Services,0,91ce712c-b9f3-434f-a53d-c81411d2bfc9
1,4696,0,DR,Severe Storm,2023-03-22T00:00:00.000Z,ME,Maine,Oxford,PARIS (TOWN OF),0,Z - State Management,1089.87,2023-11-07T15:29:42.000Z,92,723004 - Management costs,0,87380824-91f7-46a1-9db6-b9719763251c
7,4504,0,DR,Biological,2020-03-29T00:00:00.000Z,KS,Kansas,Finney,FINNEY (COUNTY),0,Z - State Management,3477.60,2023-11-09T22:44:17.000Z,201,722105 - Management Costs,0,5d997e40-f6f6-4516-bb55-04219eaba895
7,4504,0,DR,Biological,2020-03-29T00:00:00.000Z,KS,Kansas,Johnson,"LAKEVIEW VILLAGE, INC",1,B - Protective Measures,625446.75,2023-11-09T22:43:09.000Z,174,"701346 -  PPE, Cleaning Supplies, Air Filtration, Screening Supplies, and Testing",0,a54b3c44-28c6-4d27-aed7-93d18876f81e
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Statewide,EMERGENCY MEDICAL SERVICES AUTHORITY,0,Z - State Management,42024.70,2023-11-09T02:13:53.000Z,743,734458 - Management Costs for EMSA,0,a98d2ab2-ee35-4c8f-83bb-854972ed07f2
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Statewide,CITY AND COUNTY OF SAN FRANCISCO,0,G - Recreational or Other,6525.00,2023-11-09T02:28:02.000Z,558,721157 - San Fran Harding Golf Course - REC,0,9712322d-0647-43c7-8770-de3dfc9a390f
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Statewide,DEPARTMENT OF MOTOR VEHICLES,0,B - Protective Measures,4982144.25,2023-11-06T19:41:49.000Z,1858,146275 -  CA DMV COVID 19 Reimbursements PPE & emergency cleaning Mar-June 2020,0,dc45dec7-4590-4434-815e-e303031b42c6
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Statewide,KAISER  FOUNDATION  - HOSPITALS,1,B - Protective Measures,95184.72,2023-11-09T13:59:08.000Z,2510,690927 - KFH CA March 2020 - June 2022 Moreno Valley Medical Center Temporary COVID Capacity Expansion Project,0,d08070d5-7c24-4529-b434-289482bcf15d
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Statewide,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",0,B - Protective Measures,550096.08,2023-11-09T06:54:54.000Z,1836,678397 - Antigen Testing Kits,0,5081d62d-f56d-40bf-90a7-0b6ce0f1b8bc
9,4699,0,DR,Severe Storm,2023-04-03T00:00:00.000Z,CA,California,Statewide,CALIFORNIA HIGHWAY PATROL-CHP,0,Z - State Management,4472.19,2023-11-09T02:02:08.000Z,156,732005 - 4699 CHP Management Costs,0,21060abe-1f90-40e0-be68-c4449cbffbe0
9,4699,0,DR,Severe Storm,2023-04-03T00:00:00.000Z,CA,California,Statewide,"CALIFORNIA STATE UNIVERSITY, SAN FRANCISCO",0,E - Public Buildings,24014.45,2023-11-09T02:10:27.000Z,113,725415 - Campus Gym,0,34c558aa-9e82-4213-995b-5e236e15dac6
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Humboldt,HUMBOLDT BAY MUNICIPAL WATER DISTRICT,0,Z - State Management,1987.59,2023-11-09T02:13:53.000Z,421,719787 - Management Costs,0,d07601f3-bb3b-440b-8dde-9ca7c82c8a3f
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Sacramento,SACRAMENTO HOUSING & REDEVELOPMENT AGENCY,0,B - Protective Measures,28789.36,2023-11-09T06:48:01.000Z,1584,151071 - Safety,0,19a4756a-5819-4541-9d78-1e8f44f3458d
9,4699,0,DR,Severe Storm,2023-04-03T00:00:00.000Z,CA,California,Sacramento,"RECLAMATION DISTRICT #1000, NATOMAS",0,B - Protective Measures,37346.04,2023-11-09T02:01:41.000Z,97,724832 - 24 hour Safety & Levee Inspection Patrols,0,21ea3272-68a5-4e6c-8395-d6b00b853a1a
4,4711,0,DR,Flood,2023-05-09T00:00:00.000Z,KY,Kentucky,Leslie,LESLIE (COUNTY),0,C - Roads and Bridges,7275.07,2023-11-09T12:12:07.000Z,27,735674 - Hollins Fork Rd 2:,0,5d759e27-b26f-4287-9743-3688fcba01e1
7,4665,0,DR,Flood,2022-08-08T00:00:00.000Z,MO,Missouri,St. Louis (city),WASHINGTON UNIVERSITY CAMPUS,1,E - Public Buildings,786629.99,2023-11-06T16:47:11.000Z,185,688785 - Washington University Gold Zone Damage,0,a8ab7c7e-aae9-442f-a89c-0d36ca06001a
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Camuy,CAMUY (MUNICIPIO),0,B - Protective Measures,55014.11,2023-11-08T14:47:57.000Z,797,686961 - APP Cert - DR-4671-PR-MCAM - Esc. Laurentino Estrella Colon EPM,2,668158f3-c4c9-43ab-a13b-e65f1ff4b751
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Patillas,PATILLAS (MUNICIPIO),0,G - Recreational or Other,-352811.21,2023-11-07T14:57:51.000Z,4740,92829 - Donor / Fund Sharing - MPAT044 - Luminaries,1,095bdde9-0469-4b42-8a06-db9094e2465e
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Patillas,PATILLAS (MUNICIPIO),0,G - Recreational or Other,36264.82,2023-11-07T18:17:19.000Z,5377,92613 - Recipient / Fund Sharing - MPAT020 - Basketball Court Cacao Alto,3,4d147a50-c5a1-4ee4-887a-f26278499fe2
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Patillas,PATILLAS (MUNICIPIO),0,C - Roads and Bridges,79879.50,2023-11-07T18:26:55.000Z,4089,"92997 - Recipient / Fund Sharing - MPAT080 - Road 758, Int Los Rios Las Avispas",2,66818d3f-94b4-4cd1-804e-d6384b4d5b43
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Patillas,PATILLAS (MUNICIPIO),0,G - Recreational or Other,48196.66,2023-11-07T18:17:19.000Z,5054,92656 - Recipient / Fund Sharing - MPAT024 - Basketball Court and Park Lamboglia Sector,3,d6ee2d11-64b2-49fb-ab82-e0852633aa71
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Patillas,PATILLAS (MUNICIPIO),0,G - Recreational or Other,66067.37,2023-11-07T18:26:33.000Z,3154,92731 - Recipient / Fund Sharing - MPAT028 - Basketball Court & Passive Park Urb. Jardines del Mamey,4,eb8809de-daea-4987-9655-187f5cf1fde8
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Patillas,PATILLAS (MUNICIPIO),0,G - Recreational or Other,241342.37,2023-11-07T18:27:16.000Z,4744,92747 - IMPROVED - Recipient / Fund Sharing - MPAT033 - Basketball Court & Park Bo. Guardaraya,1,c610817b-ced9-4461-8a63-02e76a17ef15
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Patillas,PATILLAS (MUNICIPIO),0,E - Public Buildings,49500.00,2023-11-07T18:27:37.000Z,4825,92568 - Recipient / Fund Sharing - MPAT010 Patilla's Multi-Use Center Nestor Vazquez,1,f2fb854b-1ae0-460e-9d7e-088ebd8f6d77
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Patillas,PATILLAS (MUNICIPIO),0,C - Roads and Bridges,386099.99,2023-11-07T15:40:03.000Z,1503,709389 - Palma Sola Ward - Roads,0,923d80f9-853c-4e19-86bf-e63fcb75e0e9
2,4488,0,DR,Biological,2020-03-25T00:00:00.000Z,NJ,New Jersey,Sussex,HAMBURG,0,Z - State Management,15704.64,2023-11-08T21:56:23.000Z,2297,735015 - Management Costs,0,de092ae1-d7af-4071-9fae-b1efbbcb6be1
4,4697,0,DR,Severe Storm,2023-03-26T00:00:00.000Z,MS,Mississippi,Statewide,TWIN COUNTY ELECTRIC POWER ASSOCIATION,1,A - Debris Removal,24885.00,2023-11-07T22:15:35.000Z,69,727829 - TCEPA Debris Removal - 75% Cost Share,0,e18184d8-e233-4f95-be6e-54ebcda1ce0e
4,4697,0,DR,Severe Storm,2023-03-26T00:00:00.000Z,MS,Mississippi,Statewide,TWIN COUNTY ELECTRIC POWER ASSOCIATION,1,A - Debris Removal,157460.00,2023-11-07T22:15:08.000Z,68,727816 - TCEPA Debris Removal - 100% Cost Share,0,6ce6a754-0bcc-4d73-ba95-2dd12276db2f
4,4697,0,DR,Severe Storm,2023-03-26T00:00:00.000Z,MS,Mississippi,Carroll,VAIDEN,0,E - Public Buildings,7406.25,2023-11-07T22:11:49.000Z,59,724606 - Old Fire Station 401 Lee Street,0,00e34f85-ad94-4102-88c5-a4b4dbef3ef2
4,4697,0,DR,Severe Storm,2023-03-26T00:00:00.000Z,MS,Mississippi,Carroll,VAIDEN,0,E - Public Buildings,10542.69,2023-11-07T22:11:49.000Z,67,724607 - Water Department,0,be16933a-7aa2-491b-9ec7-1760c87100a1
4,4528,0,DR,Biological,2020-04-05T00:00:00.000Z,MS,Mississippi,Hancock,HANCOCK (COUNTY),0,Z - State Management,3659.42,2023-11-08T12:17:51.000Z,479,730846 - Management Costs,0,2595bc54-db4a-48f1-86ef-8e9b1ba735e5
3,4506,0,DR,Biological,2020-03-30T00:00:00.000Z,PA,Pennsylvania,Dauphin,HOMELAND CENTER,1,B - Protective Measures,658712.85,2023-11-06T17:34:20.000Z,1340,728467 - COVID Contracts and Force Account Labor 7/2/2022-5/11/2023,0,3c5c89ac-eee5-4d09-94a9-c7e617e0510b
4,4528,0,DR,Biological,2020-04-05T00:00:00.000Z,MS,Mississippi,Tallahatchie,GLENDORA,0,B - Protective Measures,21085.48,2023-11-08T12:17:17.000Z,437,"700375 - Covid-19 Safe Distancing, food preparation, and information dissemination",0,3f27a7a0-8343-474f-b42a-0bf42ba42935
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Statewide,DEPARTMENT OF NATURAL & ENVIRONMENTAL RESOURCES,0,D - Water Control Facilities,4473177.38,2023-11-06T15:09:45.000Z,8496,144027 - Southern Flood Contol Pump Stations,2,7023b808-e444-42d1-b1b3-5acf6a7c1fe2
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Statewide,PR ELECTRIC POWER AUTHORITY,0,B - Protective Measures,-115849.00,2023-11-06T22:21:16.000Z,282,49823 - CLOSEOUT MEPA077 - Vehicle and Equipment Purchase,2,b83481a4-8372-4b4a-a707-74716c429101
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Statewide,PR ELECTRIC POWER AUTHORITY,0,B - Protective Measures,-37306.00,2023-11-06T22:22:30.000Z,442,49827 - CLOSEOUT - MEPA111-Berrios Electric (LC),1,80f0b0ce-3cf9-4e4e-aa89-bd7ff92e38c3
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Statewide,PR AQUEDUCT AND SEWER AUTHORITY,0,F - Public Utilities,-23251669.80,2023-11-07T19:54:36.000Z,7382,144184 - MAAA200 Puerto Rico Aqueduct and Sewer Authority (PRASA) Island Wide FAASt Project,42,665f8209-7a1a-43b6-a415-5e6da6120a32
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Statewide,PR AQUEDUCT AND SEWER AUTHORITY,0,E - Public Buildings,3467645.64,2023-11-07T19:58:33.000Z,8537,168840 - FAASt PRASA CENTRAL LABORATORY,2,5e8acf0a-4282-467f-9b65-ada701f0b879
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Statewide,PR AQUEDUCT AND SEWER AUTHORITY,0,F - Public Utilities,9892355.27,2023-11-07T19:57:32.000Z,11563,721474 - FAASt Replacement of the Teefrans TSL - Arecibo,0,c06c2f8b-4593-4633-90ba-9045f14f1c5d
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Statewide,PR AQUEDUCT AND SEWER AUTHORITY,0,F - Public Utilities,6016759.22,2023-11-07T19:57:00.000Z,11472,722871 - FAASt Replacement of Sanitary Forceline (TSL) Along PR-119 From Hatillo-Camuy,0,8eda989d-d478-4690-9af4-9b4f3251e021
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Statewide,PR AQUEDUCT AND SEWER AUTHORITY,0,F - Public Utilities,3874909.67,2023-11-07T19:57:59.000Z,11091,677812 - FAASt Rehabilitation of Water Storage Tanks North Region,1,16f9fa16-659d-49a6-9012-995d9dd3b77d
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Statewide,PR PUBLIC HOUSING ADMINISTRATION,0,E - Public Buildings,2842348.53,2023-11-09T16:12:43.000Z,11580,732571 - SSM Jardines de Concordia RQ#5111,0,f007964b-3813-43d5-8127-4c15b6a8aa59
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Statewide,PR PUBLIC HOUSING ADMINISTRATION,0,E - Public Buildings,1471066.33,2023-11-09T16:17:15.000Z,11584,732579 - SSM Ramirez de Arellano RQ#5053,0,efa7cf4c-a10d-461f-acf6-b3d34301f061
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Statewide,PR PUBLIC HOUSING ADMINISTRATION,0,E - Public Buildings,3367651.78,2023-11-09T16:12:24.000Z,11558,729371 - SSM Jose Celso Barbosa RQ#3096,0,091eda64-2445-4c4f-8277-303d874fa0b4
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Statewide,PR PUBLIC HOUSING ADMINISTRATION,0,E - Public Buildings,5518606.42,2023-11-09T16:16:56.000Z,11578,732576 - SSM Sabalos Gardens RQ#4004,0,c337f9a5-9329-49ff-99d7-482056e1214f
2,4493,0,DR,Biological,2020-03-27T00:00:00.000Z,PR,Puerto Rico,Statewide,CENTRO DE RECAUDACIONES DE INGRESOS MUNICIPALES,0,Z - State Management,6350.71,2023-11-08T18:35:56.000Z,157,736462 - Management Costs- COVID-19 Centro de Recaudaciones de Ingresos Municipales,0,4d2dbf0c-b890-4bc6-996d-aa58dd7847c0
2,4493,0,DR,Biological,2020-03-27T00:00:00.000Z,PR,Puerto Rico,Statewide,PR  STATE EMERGENCY  MANAGEMENT AGENCY,0,B - Protective Measures,-14454605.13,2023-11-08T13:54:19.000Z,1,136367 - CSEM001-PERSONAL PROTECTION EQUIPMENT,2,128deac4-d26f-4d03-b03c-2957e3456a9e
2,4493,0,DR,Biological,2020-03-27T00:00:00.000Z,PR,Puerto Rico,Statewide,PR DEPARTMENT OF JUSTICE,0,Z - State Management,3897.67,2023-11-08T18:35:56.000Z,154,734436 - Management Costs - COVID 19 Projects - PR Department of Justice,0,3e07d951-a4db-450a-bd3e-ff6a85e24304
2,4493,0,DR,Biological,2020-03-27T00:00:00.000Z,PR,Puerto Rico,Statewide,PR TOURISM COMPANY,0,Z - State Management,353.20,2023-11-08T18:35:57.000Z,83,670033 - COVID-19 Cat Z- PR Tourism Company,2,572c8f5b-c583-4b4c-ad14-175f74460c60
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Statewide,DEPARTMENT OF NATURAL & ENVIRONMENTAL RESOURCES,0,G - Recreational or Other,288662.65,2023-11-08T21:38:51.000Z,1630,"730596 - FIONA/MARIA/EQ: Área Recreativa Cayo Mata La Gata, RN La Parguera",0,4780c65a-f436-4531-bc53-b16867f71642
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Statewide,PR POLICE DEPARTMENT,0,Z - State Management,262688.85,2023-11-08T21:41:03.000Z,158,706329 - Management Costs,1,3077d20f-f4e3-4cd8-b850-61aa5a05a7e0
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Adjuntas,ADJUNTAS (MUNICIPIO),0,C - Roads and Bridges,101986.29,2023-11-07T15:38:34.000Z,778,706195 - Limani calle Frontera,0,fcb09d19-2bd2-4535-9b10-89a7dace265b
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Adjuntas,ADJUNTAS (MUNICIPIO),0,C - Roads and Bridges,100244.56,2023-11-07T15:38:34.000Z,1546,703629 - Vado Colindante PR 135 (La Cidra),0,8a3ea5ad-0d78-4104-a0f3-2e252e5398d9
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Adjuntas,ADJUNTAS (MUNICIPIO),0,C - Roads and Bridges,240101.51,2023-11-07T15:38:34.000Z,1349,705217 - Guayabo Dulce 5,0,05c68a1b-c216-4caf-8809-8d6e115bd5fc
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Adjuntas,ADJUNTAS (MUNICIPIO),0,C - Roads and Bridges,305745.96,2023-11-08T21:38:16.000Z,933,704292 - Guayabo Dulce 2 and 3,0,b8f7c0d9-0768-4499-a0ed-7c32ac4083f7
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Adjuntas,ADJUNTAS (MUNICIPIO),0,C - Roads and Bridges,34123.54,2023-11-08T21:38:16.000Z,1461,705238 - Entrance of La Montana Restaurant in the left side,0,a6a9fe79-8159-4a8d-9831-6f71497c3ffc
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Adjuntas,ADJUNTAS (MUNICIPIO),0,C - Roads and Bridges,434958.09,2023-11-08T21:38:16.000Z,1247,704280 - La Olimpia Sector,0,cdb269c1-d572-4b17-a68b-899de389ec69
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Adjuntas,ADJUNTAS (MUNICIPIO),0,C - Roads and Bridges,441932.93,2023-11-09T18:24:19.000Z,1245,703628 - Capaez Belvis Bridge,0,548c5e24-e5ad-4594-b52a-22c42bc46e7e
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Adjuntas,ADJUNTAS (MUNICIPIO),0,C - Roads and Bridges,866445.06,2023-11-09T19:23:17.000Z,1119,705234 - Juan Gonzalez 1 and 2,0,9ea7be62-d5f6-4503-bdac-3f743ad3476f
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Adjuntas,ADJUNTAS (MUNICIPIO),0,C - Roads and Bridges,240552.64,2023-11-09T18:24:19.000Z,1266,705233 - Silla Calderon Part 2,0,9860fd6e-ec3b-4e20-8f01-5f114041b7a9
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Adjuntas,ADJUNTAS (MUNICIPIO),0,C - Roads and Bridges,414856.35,2023-11-09T18:24:19.000Z,1501,704302 - Ballaja Sector,0,5f9f8dc9-5762-4108-bed1-1916e8dc254d
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Barranquitas,BARRANQUITAS (MUNICIPIO),0,C - Roads and Bridges,64138.25,2023-11-09T19:05:17.000Z,10157,187554 - HMP SOW-DR-4339-PR- Camino Cunin y Frente a casa de Francisco Javier PR-773 Km 1.4 int Bo. Quebradillas Barranquitas PR.00794,1,24fb8651-5f6b-4b57-bac4-38654c544331
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Cabo Rojo,CABO ROJO (MUNICIPIO),0,G - Recreational or Other,18762.74,2023-11-08T14:47:05.000Z,1692,705435 - FIONA/MARIA/EQ: CABO ROJO BASEBALL PARKS 2,0,5e68c811-2822-4926-ab9d-85521b1de2cb
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Corozal,COROZAL (MUNICIPIO),0,C - Roads and Bridges,843908.61,2023-11-07T19:52:50.000Z,3008,88456 - MCOR035 - A&E-V1 -Los Guardias Bo. Palmarejo,1,640ab7d4-4fad-4374-8249-e9461cc86025
8,4508,0,DR,Biological,2020-03-31T00:00:00.000Z,MT,Montana,Statewide,"SISTERS OF CHARITY OF LEAVENWORTH HEALTH SYS, INC",1,B - Protective Measures,571352.29,2023-11-08T21:16:09.000Z,80,700093 - SVH Contract Labor - Construction,0,fe487de8-b63b-43ef-af42-50d486e6b76e
8,4745,0,DR,Flood,2023-10-11T00:00:00.000Z,MT,Montana,Statewide,MT DISASTER & EMERGENCY SERVICES,0,Z - State Management,139648.18,2023-11-08T23:00:25.000Z,1,736407 - Montana DES Management Costs,0,518a903f-586f-49e0-86e6-688cedd03aeb
8,4508,0,DR,Biological,2020-03-31T00:00:00.000Z,MT,Montana,Custer,HOLY ROSARY HEALTH CTR,1,B - Protective Measures,190263.50,2023-11-08T21:16:58.000Z,74,692056 - HRHC DPC PW01,0,961a40fa-d7f7-414e-9e90-5c8e4924fd09
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Humacao,"HOGAR MANUEL MEDIAVILLA NEGRON, INC.",1,E - Public Buildings,1325185.46,2023-11-06T15:09:08.000Z,8916,110600 - MMMN003 - Permanent Work Manuel Mediavilla Eld,1,8c74e686-0ed8-4e48-9496-6c3c9930587e
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Jayuya,JAYUYA (MUNICIPIO),0,C - Roads and Bridges,1810818.20,2023-11-09T19:35:42.000Z,996,709085 - Coabey Ward - Piedra Escrita Sector - Roads,0,574374ff-b148-4556-893c-284f783f80ea
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Jayuya,JAYUYA (MUNICIPIO),0,C - Roads and Bridges,1243713.59,2023-11-09T19:35:43.000Z,1535,708495 - Veguitas Ward - Betzaida Marin Sector - Roads,0,6fd3db1d-9752-4554-b939-ad16b6bd0501
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Las Marias,LAS MARIAS (MUNICIPIO),0,E - Public Buildings,5912.93,2023-11-07T15:39:25.000Z,1721,704052 - FIONA/MARIA/EQ: Emergency Management (OMME),0,0e6f1ebf-b8d8-41dc-a5b5-426cccde5134
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Las Marias,LAS MARIAS (MUNICIPIO),0,E - Public Buildings,75366.34,2023-11-07T15:39:25.000Z,1150,704055 - FIONA/MARIA/EQ: OLD PALMER SCHOOL,0,abb56141-35d0-450b-80dc-63fc084cab0d
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Las Marias,LAS MARIAS (MUNICIPIO),0,G - Recreational or Other,27644.55,2023-11-08T21:40:42.000Z,1532,704061 - FIONA/MARIA/EQ: ALTOSANO BASKET COURT,0,d51a81a4-1bd2-4de8-911c-800ea6f942ec
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Rio Grande,RIO GRANDE (MUNICIPIO),0,C - Roads and Bridges,389494.72,2023-11-07T15:40:03.000Z,1074,699321 - Project 24 - Roads - Rio Grande,0,f077557f-a8da-4fc4-b31d-4b7cad9aabd0
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Salinas,SALINAS (MUNICIPIO),0,A - Debris Removal,419.91,2023-11-09T18:16:06.000Z,2542,108403 - Closeout Salinas Debris Final Disposition,1,4ced4132-f101-4513-b7fe-e8cb6244f0ff
2,4493,0,DR,Biological,2020-03-27T00:00:00.000Z,PR,Puerto Rico,San Juan,"UNIVERSIDAD DEL SAGRADO CORAZON, INC.",1,Z - State Management,8546.19,2023-11-08T18:35:56.000Z,156,"736221 - Management Costs-COVID 19 Projects- Universidad del Sagrado Corazon, Inc",0,6fa6db2d-e85d-4309-be0c-562cd206f7b5
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,San Juan,"HPM FOUNDATION, INC. DBA HEALTHPROMED",1,E - Public Buildings,48964.53,2023-11-08T21:39:48.000Z,852,708604 - Building and Equipment damages,0,3d671c2b-80a2-463b-939a-4e93df7ae3fc
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Santa Isabel,SANTA ISABEL (MUNICIPIO),0,A - Debris Removal,134091.23,2023-11-08T21:41:26.000Z,1750,703530 - Debris Removal and Management 90/10,0,cc65489a-4c0e-45d1-baf9-05683c10732a
2,4473,0,DR,Earthquake,2020-01-16T00:00:00.000Z,PR,Puerto Rico,Yauco,YAUCO (MUNICIPIO),0,E - Public Buildings,804657.42,2023-11-07T14:46:13.000Z,685,149757 - Costing Purposes Only RELOCATION- Media Quija Community Center,1,a50a98aa-4e96-4455-b34a-e9614eb17690
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Yauco,YAUCO (MUNICIPIO),0,C - Roads and Bridges,85146.81,2023-11-09T18:25:20.000Z,1306,688564 - FIONA/MARIA/EQ: Media Quijá Bridge Abutment,0,8b5b6bf5-8100-4e34-a7fb-7be7d617bb46
